city,latitude,longitude,year,weaptype1_txt,targtype1_txt
Fallujah,33.349159,43.784197,2016,Explosives,Military
Ramadi,33.420949,43.295662,2016,Explosives,Military
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Government (General)
Saba al-Bor,33.460821,44.157432,2016,Explosives,Business
Latifiyah,32.982932,44.361597,2016,Explosives,Terrorists/Non-State Militia
Baqubah,33.743239,44.623824,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Firearms,Government (General)
Mahmudiyah,33.057992,44.354838,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Yusufiyah,33.07835,44.254721,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Police
Baqubah,33.743239,44.623824,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Fallujah,33.349159,43.784197,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Police
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Abu Ghraib,33.31065,44.038206,2016,Explosives,Police
Latifiyah,32.982932,44.361597,2016,Firearms,Military
Ramadi,33.420949,43.295662,2016,Explosives,Military
Kirkuk,35.452112,44.375464,2016,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Latifiyah,32.982932,44.361597,2016,Explosives,Military
Baghdad,33.271304,44.493066,2016,Explosives,Business
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Firearms,Government (General)
Husseiniyah,33.548307,44.415735,2016,Explosives,Transportation
Kirkuk,35.452112,44.375464,2016,Explosives,Business
Fallujah,33.349159,43.784197,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Taji,33.540671,44.251268,2016,Explosives,Utilities
Mahmudiyah,33.057992,44.354838,2016,Explosives,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Government (General)
Latifiyah,32.982932,44.361597,2016,Explosives,Private Citizens & Property
Nahrawan,33.37576,44.702866,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Military
Yusufiyah,33.07835,44.254721,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Firearms,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Terrorists/Non-State Militia
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Kirkuk,35.452112,44.375464,2016,Firearms,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Yusufiyah,33.07835,44.254721,2016,Explosives,Terrorists/Non-State Militia
Baghdad,33.303567,44.371771,2016,Explosives,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Latifiyah,32.982932,44.361597,2016,Explosives,Military
Baqubah,33.743239,44.623824,2016,Explosives,Military
Latifiyah,32.982932,44.361597,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Government (General)
Mahmudiyah,33.057992,44.354838,2016,Explosives,Business
Taji,33.540671,44.251268,2016,Explosives,Private Citizens & Property
Baqubah,33.743239,44.623824,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Military
Mosul,36.354146,43.143571,2016,Incendiary,Private Citizens & Property
Radhwaniyah,33.18168,44.23542,2016,Explosives,Private Citizens & Property
Husseiniyah,33.548307,44.415735,2016,Explosives,Business
Tarmiyah,33.66969,44.381316,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Madain,33.100528,44.584493,2016,Explosives,Business
Nahrawan,33.37576,44.702866,2016,Explosives,Business
Fallujah,33.349159,43.784197,2016,Explosives,Military
Yusufiyah,33.07835,44.254721,2016,Explosives,Terrorists/Non-State Militia
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Mahmudiyah,33.057992,44.354838,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Tarmiyah,33.66969,44.381316,2016,Explosives,Military
Kirkuk,35.315286,44.5099,2016,Firearms,Police
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Police
Saba al-Bor,33.460821,44.157432,2016,Explosives,Private Citizens & Property
Baqubah,33.743239,44.623824,2016,Explosives,Terrorists/Non-State Militia
Baghdad,33.303567,44.371771,2016,Explosives,Business
Abu Ghraib,33.31065,44.038206,2016,Explosives,Private Citizens & Property
Madain,33.100528,44.584493,2016,Explosives,Business
Mosul,36.354146,43.143571,2016,Explosives,Terrorists/Non-State Militia
Latifiyah,32.982932,44.361597,2016,Explosives,Terrorists/Non-State Militia
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Firearms,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Fallujah,33.349159,43.784197,2016,Explosives,Military
Fallujah,33.349159,43.784197,2016,Explosives,Terrorists/Non-State Militia
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Transportation
Yusufiyah,33.07835,44.254721,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Firearms,Police
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Tarmiyah,33.66969,44.381316,2016,Explosives,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Mahmudiyah,33.057992,44.354838,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Yusufiyah,33.07835,44.254721,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Firearms,Police
Fallujah,33.349159,43.784197,2016,Firearms,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Utilities
Tarmiyah,33.66969,44.381316,2016,Explosives,Private Citizens & Property
Latifiyah,32.982932,44.361597,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Government (General)
Radhwaniyah,33.18168,44.23542,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Saba al-Bor,33.460821,44.157432,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Religious Figures/Institutions
Baghdad,33.303567,44.371771,2016,Explosives,Business
Fallujah,33.349159,43.784197,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Business
Fallujah,33.349159,43.784197,2016,Explosives,Private Citizens & Property
Abu Ghraib,33.31065,44.038206,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Business
Tarmiyah,33.66969,44.381316,2016,Explosives,Military
Mahmudiyah,33.057992,44.354838,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Fallujah,33.349159,43.784197,2016,Firearms,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2016,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2016,Incendiary,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Husseiniyah,33.548307,44.415735,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baqubah,33.743239,44.623824,2016,Explosives,Terrorists/Non-State Militia
Latifiyah,32.982932,44.361597,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Taji,33.540671,44.251268,2016,Explosives,Military
Baqubah,33.743239,44.623824,2016,Explosives,Terrorists/Non-State Militia
Fallujah,33.349159,43.784197,2016,Firearms,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Tarmiyah,33.66969,44.381316,2016,Firearms,Military
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Abu Ghraib,33.31065,44.038206,2016,Explosives,Private Citizens & Property
Ramadi,33.420949,43.295662,2016,Explosives,Military
Tarmiyah,33.66969,44.381316,2016,Firearms,Military
Fallujah,33.349159,43.784197,2016,Firearms,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Military
Ramadi,33.420949,43.295662,2016,Explosives,Private Citizens & Property
Fallujah,33.349159,43.784197,2016,Explosives,Private Citizens & Property
Husseiniyah,33.548307,44.415735,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Yusufiyah,33.07835,44.254721,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Firearms,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Mosul,36.354146,43.143571,2016,Explosives,Military
Mahmudiyah,33.057992,44.354838,2016,Explosives,Private Citizens & Property
Yusufiyah,33.07835,44.254721,2016,Explosives,Police
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Ramadi,33.420949,43.295662,2016,Firearms,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Tarmiyah,33.66969,44.381316,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Military
Fallujah,33.349159,43.784197,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baqubah,33.743239,44.623824,2016,Firearms,Terrorists/Non-State Militia
Ramadi,33.420949,43.295662,2016,Explosives,Military
Mahmudiyah,33.057992,44.354838,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baqubah,33.743239,44.623824,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Educational Institution
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Taji,33.540671,44.251268,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Ramadi,33.420949,43.295662,2016,Explosives,Military
Fallujah,33.349159,43.784197,2016,Explosives,Terrorists/Non-State Militia
Saba al-Bor,33.460821,44.157432,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Firearms,Terrorists/Non-State Militia
Baghdad,33.303567,44.371771,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Firearms,Terrorists/Non-State Militia
Tarmiyah,33.66969,44.381316,2016,Explosives,Police
Husseiniyah,33.548307,44.415735,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Nahrawan,33.37576,44.702866,2016,Explosives,Private Citizens & Property
Abu Ghraib,33.31065,44.038206,2016,Explosives,Terrorists/Non-State Militia
Yusufiyah,33.07835,44.254721,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baqubah,33.743239,44.623824,2016,Explosives,Utilities
Latifiyah,32.982932,44.361597,2016,Firearms,Military
Husseiniyah,33.548307,44.415735,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Latifiyah,32.982932,44.361597,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Radhwaniyah,33.18168,44.23542,2016,Explosives,Terrorists/Non-State Militia
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Nahrawan,33.37576,44.702866,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Abu Ghraib,33.31065,44.038206,2016,Firearms,Government (General)
Baqubah,33.743239,44.623824,2016,Firearms,Private Citizens & Property
Kirkuk,35.452112,44.375464,2016,Firearms,Government (General)
Baghdad,33.303567,44.371771,2016,Firearms,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Abu Ghraib,33.31065,44.038206,2016,Explosives,Religious Figures/Institutions
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Abu Ghraib,33.31065,44.038206,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Police
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Firearms,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Radhwaniyah,33.18168,44.23542,2016,Explosives,Private Citizens & Property
Tarmiyah,33.66969,44.381316,2016,Explosives,Military
Yusufiyah,33.07835,44.254721,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Firearms,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Latifiyah,32.982932,44.361597,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Latifiyah,32.982932,44.361597,2016,Explosives,Private Citizens & Property
Saba al-Bor,33.460821,44.157432,2016,Explosives,Military
Hawr Rajab,33.19392,44.408578,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Business
Radhwaniyah,33.18168,44.23542,2016,Explosives,Private Citizens & Property
Mahmudiyah,33.057992,44.354838,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Firearms,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Tarmiyah,33.66969,44.381316,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Business
Kirkuk,35.452112,44.375464,2016,Firearms,Government (General)
Yusufiyah,33.07835,44.254721,2016,Explosives,Business
Saba al-Bor,33.460821,44.157432,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Latifiyah,32.982932,44.361597,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Mahmudiyah,33.057992,44.354838,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Nahrawan,33.37576,44.702866,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Husseiniyah,33.548307,44.415735,2016,Explosives,Military
Baqubah,33.743239,44.623824,2016,Firearms,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Husseiniyah,33.548307,44.415735,2016,Explosives,Transportation
Baghdad,33.303567,44.371771,2016,Explosives,Business
Taji,33.540671,44.251268,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Yusufiyah,33.07835,44.254721,2016,Explosives,Police
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Hawr Rajab,33.19392,44.408578,2016,Explosives,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Police
Baghdad,33.303567,44.371771,2016,Firearms,Private Citizens & Property
Saba al-Bor,33.460821,44.157432,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Latifiyah,32.982932,44.361597,2016,Firearms,Military
Baghdad,33.303567,44.371771,2016,Explosives,Business
Husseiniyah,33.548307,44.415735,2016,Explosives,Business
Tarmiyah,33.66969,44.381316,2016,Explosives,Police
Baghdad,33.303567,44.371771,2016,Explosives,Terrorists/Non-State Militia
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Fallujah,33.349159,43.784197,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Police
Mahmudiyah,33.057992,44.354838,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Military
Tarmiyah,33.66969,44.381316,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Abu Ghraib,33.273301,44.06701,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Madain,33.100528,44.584493,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Abu Ghraib,33.31065,44.038206,2016,Explosives,Terrorists/Non-State Militia
Baghdad,33.303567,44.371771,2016,Explosives,Police
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Yusufiyah,33.07835,44.254721,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Police
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.428512,44.345679,2016,Firearms,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Firearms,Military
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Mahmudiyah,33.057992,44.354838,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Tarmiyah,33.66969,44.381316,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Firearms,Terrorists/Non-State Militia
Baqubah,33.743239,44.623824,2016,Firearms,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Mahmudiyah,33.057992,44.354838,2016,Explosives,Private Citizens & Property
Ramadi,33.420949,43.295662,2016,Explosives,Military
Hawr Rajab,33.19392,44.408578,2016,Explosives,Terrorists/Non-State Militia
Saba al-Bor,33.460821,44.157432,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Ramadi,33.420949,43.295662,2016,Explosives,Terrorists/Non-State Militia
Baqubah,33.743239,44.623824,2016,Explosives,Terrorists/Non-State Militia
Nahrawan,33.37576,44.702866,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Government (General)
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Firearms,Private Citizens & Property
Kirkuk,35.452112,44.375464,2016,Firearms,Police
Tarmiyah,33.66969,44.381316,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Ramadi,33.420949,43.295662,2016,Explosives,Military
Abu Ghraib,33.31065,44.038206,2016,Explosives,Private Citizens & Property
Nahrawan,33.37576,44.702866,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Firearms,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Yusufiyah,33.07835,44.254721,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Terrorists/Non-State Militia
Ramadi,33.420949,43.295662,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Firearms,Police
Baghdad,33.303567,44.371771,2016,Explosives,Military
Nahrawan,33.37576,44.702866,2016,Explosives,Private Citizens & Property
Taji,33.540671,44.251268,2016,Explosives,Police
Latifiyah,32.982932,44.361597,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Tarmiyah,33.66969,44.381316,2016,Explosives,Military
Basra,30.510054,47.778094,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Firearms,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Police
Baghdad,33.303567,44.371771,2016,Explosives,Business
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Transportation
Ramadi,33.420949,43.295662,2016,Explosives,Military
Madain,33.100528,44.584493,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Mahmudiyah,33.057992,44.354838,2016,Explosives,Private Citizens & Property
Taji,33.540671,44.251268,2016,Explosives,Military
Baghdad,33.303567,44.371771,2016,Explosives,Business
Kirkuk,35.452112,44.375464,2016,Firearms,Military
Saba al-Bor,33.460821,44.157432,2016,Explosives,Private Citizens & Property
Tarmiyah,33.66969,44.381316,2016,Firearms,Police
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Transportation
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Nahrawan,33.37576,44.702866,2016,Explosives,Business
Ramadi,33.420949,43.295662,2016,Firearms,Government (General)
Baghdad,33.303567,44.371771,2016,Firearms,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Business
Ramadi,33.420949,43.295662,2016,Explosives,Police
Baghdad,33.303567,44.371771,2016,Explosives,Business
Fallujah,33.349159,43.784197,2016,Explosives,Educational Institution
Baghdad,33.303567,44.371771,2016,Explosives,Business
Kirkuk,35.452112,44.375464,2016,Explosives,Transportation
Latifiyah,32.982932,44.361597,2016,Explosives,Military
Tarmiyah,33.66969,44.381316,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Firearms,Private Citizens & Property
Yusufiyah,33.07835,44.254721,2016,Explosives,Terrorists/Non-State Militia
Baghdad,33.303567,44.371771,2016,Explosives,Government (General)
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Baghdad,33.303567,44.371771,2016,Explosives,Business
Baghdad,33.303567,44.371771,2016,Firearms,Business
Husseiniyah,33.548307,44.415735,2016,Explosives,Private Citizens & Property
Mahmudiyah,33.057992,44.354838,2016,Explosives,Private Citizens & Property
Radhwaniyah,33.18168,44.23542,2016,Explosives,Police
Baghdad,33.303567,44.371771,2016,Explosives,Terrorists/Non-State Militia
Baghdad,33.303567,44.371771,2016,Explosives,Private Citizens & Property
Abu Ghraib,33.31065,44.038206,2016,Explosives,Business
Kirkuk,35.452112,44.375464,2016,Explosives,Religious Figures/Institutions
Baghdad,33.303567,44.371771,2016,Explosives,Business
